P0_id',P1_a_Idade',P1_a_1_Faixa_idade',P1_b_Genero',P1_c_Cor/raca/etnia',P1_d_PCD',P1_e_experiencia_profissional_prejudicada',P1_e_1_Não_acredito_que_minha_experiência_profissional_seja_afetada',P1_e_2_Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia',P1_e_3_Experiencia_prejudicada_devido_a_minha_identidade_de_gênero',P1_e_4_Experiencia_prejudicada_devido_ao_fato_de_ser_PCD',P1_f_aspectos_prejudicados',P1_f_1_Quantidade_de_oportunidades_de_emprego/vagas_recebidas',P1_f_2_Senioridade_das_vagas_recebidas_em_relação_à_sua_experiência',P1_f_3_Aprovação_em_processos_seletivos/entrevistas',P1_f_4_Oportunidades_de_progressão_de_carreira',P1_f_5_Velocidade_de_progressão_de_carreira',P1_f_6_Nível_de_cobrança_no_trabalho/Stress_no_trabalho',P1_f_7_Atenção_dada_diante_das_minhas_opiniões_e_ideias',"P1_f_8_Relação_com_outros_membros_da_empresa,_em_momentos_de_trabalho'","P1_f_9_Relação_com_outros_membros_da_empresa,_em_momentos_de_integração_e_outros_momentos_fora_do_trabalho'",P1_g_vive_no_brasil',P1_i_Estado_onde_mora',P1_i_1_uf_onde_mora',P1_i_2_Regiao_onde_mora',P1_j_Mudou_de_Estado?',P1_k_Regiao_de_origem',P1_l_Nivel_de_Ensino',P1_m_Área_de_Formação'
hvpk10gt3uo1aj6hvpkhf4otocsyja2y,39,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,0.0,Rio de Janeiro (RJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
hwfxeu1d4ouyiaihwfxeuy844rve9emj,34,30-34,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,1.0,0.0,"Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,Distrito Federal (DF),DF,Centro-oeste,0.0,Rio de Janeiro (RJ),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
hwlfw9nr1ho7bofvdhwlftskjpkf19ie,35,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
hx3nzz46v96q0lce0qnhx3nzzccmxaxe,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Pernambuco (PE),PE,Nordeste,1.0,,Mestrado,Outras Engenharias
hxap3sabbubxnh4v1ahxavrqaccwhsaq,32,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
hxqysax960f7av1zobh3hxqysam113bs,25,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Quantidade de oportunidades de emprego/vagas recebidas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,0.0,Bahia (BA),Estudante de Graduação,Química / Física
hxsmi9y0jypmso6739mguuhxsmi9yeqd,30,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
hxtzlz3kszii09ueihxtzlswv9uuqs3v,42,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
hy7zvc3s581fc48f7s13hy7zvpy398dh,30,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
hymvr7uknhfa5ojvngahymvrquuoxs2i,33,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
hymxn4psv67lzpoehymxn343t6wx3ygm,20,17-21,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Bahia (BA),BA,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
hyxqutp4os8h4e1uxhyxqutqp5ofw7rn,34,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Alagoas (AL),AL,Nordeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
hz44zcdp766a94wm6aw5hz44znbsls05,27,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira, Senioridade das vagas recebidas em relação à sua experiência",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,Paraíba (PB),PB,Nordeste,0.0,Tocantins (TO),Pós-graduação,Outras Engenharias
hz989etjhq1h6dj726hz989etpwmo2t1,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Não tenho graduação formal,
hznhqd4pmh8m0ypw3bmhznhz9jimkady,29,25-29,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Oportunidades de progressão de carreira",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,Minas Gerais (MG),MG,Sudeste,1.0,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
hzppl0nzazoe88zdbnfwhzpp7usjr890,22,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i00vbv2fnkkq9jp4zf2z5yo5i00vbv2o,31,30-34,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Nível de cobrança no trabalho / Stress no trabalho",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
i01acla3kj9i35f4gvi01acpqob2y1q6,42,40-44,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Paraná (PR),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
i0hjb0wh930vdpu4b0m04qi0hjb0e7wd,40,40-44,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
i0li16bm9f4hvbs3i0li151tazvq55fx,35,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Mato Grosso do Sul (MS),MS,Centro-oeste,1.0,,Não tenho graduação formal,
i0robihnnc1dvflpx7wsi0robihnl5q3,23,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
i0sjsws206v4mtei0sjsrdd5bz1k70xg,39,35-39,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,1.0,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
i0u41vjl4xgj8ew3i0ptq0let72flwr3,43,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i1gi3yk7b5mvrb6bt44i1gi3ykz2tf28,37,35-39,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
i1kvbgdeuzspceyni1kbuum7tktvekdh,39,35-39,Feminino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Outras Engenharias
i1lnllnzr7w9er0gi1lnlhauqmev89ge,29,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Mestrado,Outras Engenharias
i1r0zs7z8f9pl4j94c29i1r0zs7zn29k,40,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
i1tzylkoqrizujdi1tzr5290n17sdhsc,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio Grande do Norte (RN),RN,Nordeste,1.0,,Pós-graduação,Outras Engenharias
i28ic1utzx7mdusc4cbg1zi28ic1ugh8,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,0.0,Minas Gerais (MG),Mestrado,Outras Engenharias
i2dl4rmgcuj6qyzoi26kji2dl412vfrw,33,30-34,Feminino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Quantidade de oportunidades de emprego/vagas recebidas",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Graduação/Bacharelado,Outra opção
i2fs0ar5li486hnhjudi2fs0qrnnhq1p,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
i2poknw0votfkxci2pobhybiwp1ysh9f,24,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,Minas Gerais (MG),MG,Sudeste,0.0,São Paulo (SP),Pós-graduação,Outra opção
i2qonhxzkaykhehgi2qo2vaq91bu3un8,44,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,0,,,,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i2w0crc6am69c4vwaqxsi2w0crsvbvdk,34,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
i2xd4o26pb95hnpvei2xd4opy9iqyo7x,34,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i3v5ulkvxnbqqi3vhhlwsvtbtyj1fe2u,29,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i3xk2kou6rsxiieiscri3xk0r70p1g71,37,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i3xw10cc72zbwjn2xw57gi3xw1mzd6bq,38,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
i4ajyqxlpzohmra9i4ajw8d2bclmgew4,34,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i4jhtypx0nhc7cj1lwp18igi4jhtisok,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
i4lkz9qoahfauzxi4lr3vc18drvl1hru,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
i4s6txtwtac5i4s6tlujg6u058i0kgp2,40,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outra opção
i4z4fj5pls2lrq1q9adi4z4us8wiy3zb,23,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Paraná (PR),Estudante de Graduação,Outra opção
i55u1544yppxor0wfb5i55u15eztfz3i,23,22-24,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Minas Gerais (MG),MG,Sudeste,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
i5gj0h7ykeq84t85x4i5gj0jp8mwsmby,31,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Velocidade de progressão de carreira, Oportunidades de progressão de carreira, Senioridade das vagas recebidas em relação à sua experiência",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
i5hmlas2qfp7h91zsbi5h901trraoy18,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,0.0,Distrito Federal (DF),Pós-graduação,Outras Engenharias
i5so30z1vdvweq3tqi5so30zv91jx2fq,26,25-29,Feminino,Prefiro não informar,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
i668ysd0m39azcd6dmdi668yo47cwfwk,35,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Maranhão (MA),MA,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i6bhb0sp5zruh5f8dii6bhfse570fxac,26,25-29,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Mato Grosso do Sul (MS),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
i6fnsyl4ugap1i6bvf76pitntl9gxsig,30,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Pará (PA),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
i6k3x5xtd6orvubgwyi6k39my2i2kklr,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Bahia (BA),BA,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i6sk061d8augixb2b6fi6sk055qqdbe6,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
i7a35btmag342seeni7adrzikkk3ggvp,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,0.0,Minas Gerais (MG),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
i7hpxd2nins747rxi7rqp7uxbjtf8oj1,55,55+,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Quantidade de oportunidades de emprego/vagas recebidas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i7izvevsxouaittbytmi7izvev3fw6gf,37,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
i7jfrs4kryp8wpr1i7jfrs4apy2dd5h1,42,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i9412lh6iq6c3628wj5bkvri9412lhcc,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i95lkkv80fznphsti95lksqlgbp0r0me,41,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,0.0,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i9jg5434qp5zectbel09wpqi9jg54fr7,34,30-34,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Nível de cobrança no trabalho / Stress no trabalho, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Não tenho graduação formal,
i9lbqt9n42xwubbk3i9lbqt4s94ju7cc,27,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Velocidade de progressão de carreira, Aprovação em processos seletivos/entrevistas",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
i9pfz29y2e8ji4tn5gi9piy6s9y3zc0t,53,50-54,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Pernambuco (PE),PE,Nordeste,1.0,,Graduação/Bacharelado,Ciências Sociais
ia3i5ih9wkd22a2ia3i5ihuwpvaf09ji,52,50-54,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Goiás (GO),GO,Centro-oeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ia62tvfwqo9ns42ua70wia62tvfrase1,33,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
ia8a3h7hahiiu7gjdia8n4d1ws3tls6a,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Outras Engenharias
ib43jq3zdd3nmhnd9vuib43jqf1vk7a3,36,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
ib4m8usc090ux1hokpsib4m8cgjtl3q5,20,17-21,Masculino,Preta,Prefiro não informar,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Piauí (PI),PI,Nordeste,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
ibpllmv3qbonh1hh1zt02ks7aibpllmv,27,25-29,Masculino,Indígena,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Outras Engenharias
ic0jbxd0bjqt6ckqiuq66ic0jbu0y8hj,44,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ic4igr0es36nl9so77kic4igmze16l51,36,35-39,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
icctfwyqhzevaphzpzicctfwgplnkqtb,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
icowhul2grzuc6yico4edj2iig6i2gwa,39,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
icsdh6u4rpurnbmkuftjxmdicsdh6ufs,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Norte (RN),RN,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
idugy3rqhjprrjyyykfbidu5fbh53u2z,53,50-54,Masculino,Amarela,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
iebditr4lqx6l736biebd9f2t6b0hcag,34,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Senioridade das vagas recebidas em relação à sua experiência",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,Santa Catarina (SC),SC,Sul,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ieee1mot5pk02eqeoox0ieee1morijzi,30,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Ceará (CE),Graduação/Bacharelado,Outras Engenharias
iencaeysm3itxw7iencamach6ys1kgqi,30,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Aprovação em processos seletivos/entrevistas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Outras Engenharias
ietw7kmld6b6dgbszdietw7kx7pzwexi,30,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
if7msl23jiej5h5c4tjoylif7m27en56,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Rio de Janeiro (RJ),Graduação/Bacharelado,Outras Engenharias
ifdn65blw8bu4uslnjf5ifdnrukwn3om,23,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
ifgj2ddf968m3hgan2i6ifgj2dlnqk49,23,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iflt4dw0cmpau8or3tu4iflt4dwnomua,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ifsyeql2n2ffxvb91rt4ifsy5kmgvq91,34,30-34,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Nível de cobrança no trabalho / Stress no trabalho,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
